Row number,CIID,Chemical Name,Recipe,CAS Number ,Supplier,Product # (link to item),lot #,container #,amount,"amount, kg",unit, location,"est amount remaining 
(June 30, 2023)",pdfs of SDS (as of Jan 2025) (SDS must be updated every 3 years) ,UN Number,Class,Packing Group,GHS Flammable liquid category,Supplier SDS link (SDS should update as suppliers update),est amount remaining (Jun 2024),Expiry Date,date consumed,COA or other notes,,State (based on CoA SDS info (section 3 or 9) if available)),colour (based on CoA or SDS info (section 9) if available)),MolecularWeight,density,,TOXIC ORAL,TOXIC DERMAL,TOXIC INHALATION,SKIN CORROSION / IRRITATION,SERIOUS EYE DAMAGE/EYE IRRITATION,RESPIRATORY SENSITIZATION,SKIN SENSITIZATION,GERM CELL MUTAGENICITY,CARCINOGENICITY,REPRODUCTIVE TOXICITY,SPECIFIC TARGET ORGAN TOXICITY SINGLE EXPOSURE,SPECIFIC TARGET ORGAN TOXICITY REPEATED EXPOSURE,ASPIRATION HAZARD,Health hazard not otherwise classified,FLAMMABLE LIQUIDS,FLAMMABLE SOLIDS,Self-reactive substances and mixtures,CORROSIVE TO METALS,SELF-HEATING SUBSTANCES AND MIXTURE,OXIDIZING  LIQUIDS,OXIDIZING SOLIDS,COMBUSTIBLE DUSTS,Fire or projection hazard,Physical Hazards Not Otherwise Classified,Short-term (acute) aquatic hazard ,Long-term (chronic) aquatic hazard 
690,991,niobium (IV) 2-ethylhexanoate,10.7% Nb,206564-87-6,Strem,41-1260,L00782312,16,50 g,0.05,kg,FC3 until use then glovebox,"received after June 30, 2024",niobium (IV) 2-ethylhexanoate_strem_SDS_revised July 2021 checked Feb 2025,Not dangerous goods,n/a,n/a,,Strem_41-1260_niobium (IV) 2-ethylhexanoate,,,,Niobium(IV) 2-ethylhexanoate_Strem_41-1260_lot L00782312_CoA,,liquid (viscous),yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,992,niobium (IV) 2-ethylhexanoate,10.7% Nb,206564-87-6,Strem,41-1260,L00782312,17,50 g,0.05,kg,FC3 until use then glovebox,"received after June 30, 2024",niobium (IV) 2-ethylhexanoate_strem_SDS_revised July 2021 checked Feb 2025,Not dangerous goods,n/a,n/a,,Strem_41-1260_niobium (IV) 2-ethylhexanoate,,,,Niobium(IV) 2-ethylhexanoate_Strem_41-1260_lot L00782312_CoA,,liquid (viscous),yellow,,,,,,,1B,1,,,,,,,,,,,1,,,2,,,,,,,
692,993,niobium (IV) 2-ethylhexanoate,10.7% Nb,206564-87-6,Strem,41-1260,L00782312,18,50 g,0.05,kg,FC3 until use then glovebox,"received after June 30, 2024",niobium (IV) 2-ethylhexanoate_strem_SDS_revised July 2021 checked Feb 2025,Not dangerous goods,n/a,n/a,,Strem_41-1260_niobium (IV) 2-ethylhexanoate,,,,Niobium(IV) 2-ethylhexanoate_Strem_41-1260_lot L00782312_CoA,,liquid (viscous),yellow,,,,4,,,,,,,,,1B,,2,,,,,,,,,,,,,,
693,994,niobium (IV) 2-ethylhexanoate,10.7% Nb,206564-87-6,Strem,41-1260,L00782312,19,50 g,0.05,kg,FC3 until use then glovebox,"received after June 30, 2024",niobium (IV) 2-ethylhexanoate_strem_SDS_revised July 2021 checked Feb 2025,Not dangerous goods,n/a,n/a,,Strem_41-1260_niobium (IV) 2-ethylhexanoate,,,,Niobium(IV) 2-ethylhexanoate_Strem_41-1260_lot L00782312_CoA,,liquid (viscous),yellow,,,,4,,,,,,,,,1B,,2,,,,,,,,,,,,,,
694,995,niobium (IV) 2-ethylhexanoate,10.7% Nb,206564-87-6,Strem,41-1260,L00782312,20,50 g,0.05,kg,FC3 until use then glovebox,"received after June 30, 2024",niobium (IV) 2-ethylhexanoate_strem_SDS_revised July 2021 checked Feb 2025,Not dangerous goods,n/a,n/a,,Strem_41-1260_niobium (IV) 2-ethylhexanoate,,,,Niobium(IV) 2-ethylhexanoate_Strem_41-1260_lot L00782312_CoA,,liquid (viscous),yellow,,,,5,5,,,2B,,,,,2,,,,,,,,,,,,,,,,
695,996,niobium (IV) 2-ethylhexanoate,10.7% Nb,206564-87-6,Strem,41-1260,L00782312,21,50 g,0.05,kg,FC3 until use then glovebox,"received after June 30, 2024",niobium (IV) 2-ethylhexanoate_strem_SDS_revised July 2021 checked Feb 2025,Not dangerous goods,n/a,n/a,,Strem_41-1260_niobium (IV) 2-ethylhexanoate,,,,Niobium(IV) 2-ethylhexanoate_Strem_41-1260_lot L00782312_CoA,,liquid (viscous),yellow,,,,5,5,,,2B,,,,,2,,,,,,,,,,,,,,,,
78,997,"2,3-butanediol",mixture of stereoisomers,513-85-9,TCI America,B0681-25G,YWIDN-PA,1,25 g,0.025,kg,glovebox,"received after June 30, 2024","2,3 -butanediol (mixtures of isomers)_TCI_SDS_revised Oct 2024",Not dangerous goods,n/a,n/a,4,"TCI_B0681_2,3-butanediol(mixtures of stereoisomers)",,,,,, liquid ,colourless,90.12,1,,4,,,,,,,,,1B,,,,,,,,,,,,,,,,
541,998,lithium methoxide,98%,865-34-9,Sigma Aldrich,344370-25G,STBL2663,5,25 g,0.025,kg,FC1 until use then glovebox,"recieved after June 30, 2024",Lithium methoxide_Sigma_SDS_Revised Sept 2024,UN3206,4.2 (8),II,n/a,Sigma_344370_lithium methoxide,,,,,,solid (powder),beige,37.97,,,4,,,,,,,,,1B,,,,,,,,,,,,,,,,
542,999,lithium methoxide,98%,865-34-9,Sigma Aldrich,344370-25G,STBL2663,6,25 g,0.025,kg,FC1 until use then glovebox,"recieved after June 30, 2024",Lithium methoxide_Sigma_SDS_Revised Sept 2024,UN3206,4.2 (8),II,n/a,Sigma_344370_lithium methoxide,,,,,,solid (powder),beige,37.97,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
543,"1,000",lithium methoxide,98%,865-34-9,Sigma Aldrich,344370-25G,STBL2663,7,25 g,0.025,kg,FC1 until use then glovebox,"recieved after June 30, 2024",Lithium methoxide_Sigma_SDS_Revised Sept 2024,UN3206,4.2 (8),II,n/a,Sigma_344370_lithium methoxide,,,,,,solid (powder),beige,37.97,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
544,"1,001",lithium methoxide,98%,865-34-9,Sigma Aldrich,344370-25G,STBL2663,8,25 g,0.025,kg,FC1 until use then glovebox,"recieved after June 30, 2024",Lithium methoxide_Sigma_SDS_Revised Sept 2024,UN3206,4.2 (8),II,n/a,Sigma_344370_lithium methoxide,,,,,,solid (powder),beige,37.97,,,,,,1A,1,,,,,,,,,,,,,1,,,,,,,,
545,"1,002",lithium methoxide,98%,865-34-9,Sigma Aldrich,344370-25G,STBL2663,9,25 g,0.025,kg,FC1 until use then glovebox,"recieved after June 30, 2024",Lithium methoxide_Sigma_SDS_Revised Sept 2024,UN3206,4.2 (8),II,n/a,Sigma_344370_lithium methoxide,,,,,,solid (powder),beige,37.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,"1,003",lithium methoxide,98%,865-34-9,Sigma Aldrich,344370-25G,STBL2663,10,25 g,0.025,kg,FC1 until use then glovebox,"recieved after June 30, 2024",Lithium methoxide_Sigma_SDS_Revised Sept 2024,UN3206,4.2 (8),II,n/a,Sigma_344370_lithium methoxide,,,,,,solid (powder),beige,37.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
547,"1,004",lithium methoxide,98%,865-34-9,Sigma Aldrich,344370-25G,STBL2663,11,25 g,0.025,kg,FC1 until use then glovebox,"recieved after June 30, 2024",Lithium methoxide_Sigma_SDS_Revised Sept 2024,UN3206,4.2 (8),II,n/a,Sigma_344370_lithium methoxide,,,,,,solid (powder),beige,37.97,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
548,"1,005",lithium methoxide,98%,865-34-9,Sigma Aldrich,344370-25G,STBL2663,12,25 g,0.025,kg,FC1 until use then glovebox,"recieved after June 30, 2024",Lithium methoxide_Sigma_SDS_Revised Sept 2024,UN3206,4.2 (8),II,n/a,Sigma_344370_lithium methoxide,,,,,,solid (powder),beige,37.97,,,,,,2,2A,,,,,,3,,,,3,,,,,,,,,,,
1026,"1,006",polyvinyl butyral,"Trosifol, foil samples, V800, 30 x 30 cm",,Kurary,foil samples V800 30 x 30 cm,,,10 samples,,,,"recieved after June 30, 2024",,,,,,,,,,,, ,,,,,,,,2,2A,,,,,,3,,,,,,,,,,,,,,,
324,"1,007",ethanol,"anhydrous, methanol, 2-propanol","64-17-5 (also contains 67-56-1
, 67-63-0)",Sigma Aldrich,277649,SHBR4004,2, 2L,1.57,kg,FC4 until glovebox,"recieved after June 30, 2024","ethanol (reagent alcohol), anhydrous_Sigma_SDS_revised July 2024",UN1170,3,II,2,"Sigma_277649_Reagent Alcohol (Ethanol), anhydrous",,,,,,liquid,colourless,46.07,0.785,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,"1,008",ethanol,"anhydrous, methanol, 2-propanol","64-17-5 (also contains 67-56-1
, 67-63-0)",Sigma Aldrich,277649,SHBR4004,3, 2L,1.57,kg,FC4 until glovebox,"recieved after June 30, 2024","ethanol (reagent alcohol), anhydrous_Sigma_SDS_revised July 2024",UN1170,3,II,2,"Sigma_277649_Reagent Alcohol (Ethanol), anhydrous",,,,,,liquid,colourless,46.07,0.785,,,,4,,2A,,,,,,3,,,,3,,,,,,,,,,,
326,"1,009",ethanol,"anhydrous, methanol, 2-propanol","64-17-5 (also contains 67-56-1
, 67-63-0)",Sigma Aldrich,277649,SHBR4004,4, 2L,1.57,kg,FC4 until glovebox,"recieved after June 30, 2024","ethanol (reagent alcohol), anhydrous_Sigma_SDS_revised July 2024",UN1170,3,II,2,"Sigma_277649_Reagent Alcohol (Ethanol), anhydrous",,,,,,liquid,colourless,46.07,0.785,,,,,,,,,,,1B,,,,,,,,,,,,,,,,
327,"1,010",ethanol,"anhydrous, methanol, 2-propanol","64-17-5 (also contains 67-56-1
, 67-63-0)",Sigma Aldrich,277649,SHBR4004,5, 2L,1.57,kg,FC4 until glovebox,"recieved after June 30, 2024","ethanol (reagent alcohol), anhydrous_Sigma_SDS_revised July 2024",UN1170,3,II,2,"Sigma_277649_Reagent Alcohol (Ethanol), anhydrous",,,,,,liquid,colourless,46.07,0.785,,,,,,,,,,,1B,,,,,,,,,,,,,,,,
328,"1,011",ethanol,"anhydrous, methanol, 2-propanol","64-17-5 (also contains 67-56-1
, 67-63-0)",Sigma Aldrich,277649,SHBR4004,6, 2L,1.57,kg,FC4 until glovebox,"recieved after June 30, 2024","ethanol (reagent alcohol), anhydrous_Sigma_SDS_revised July 2024",UN1170,3,II,2,"Sigma_277649_Reagent Alcohol (Ethanol), anhydrous",,,,,,liquid,colourless,46.07,0.785,,2,,,,2A,,,,2,,3,,,,2,,,,,,,,,,,
329,"1,012",ethanol,"anhydrous, methanol, 2-propanol","64-17-5 (also contains 67-56-1
, 67-63-0)",Sigma Aldrich,277649,SHBR4004,7, 2L,1.57,kg,FC4 until glovebox,"recieved after June 30, 2024","ethanol (reagent alcohol), anhydrous_Sigma_SDS_revised July 2024",UN1170,3,II,2,"Sigma_277649_Reagent Alcohol (Ethanol), anhydrous",,,,,,liquid,colourless,46.07,0.785,,2,,,,2A,,,,2,,3,,,,2,,,,,,,,,,,
330,"1,013",ethanol,"anhydrous, methanol, 2-propanol","64-17-5 (also contains 67-56-1
, 67-63-0)",Sigma Aldrich,277649,SHBR4004,8, 2L,1.57,kg,FC4 until glovebox,"recieved after June 30, 2024","ethanol (reagent alcohol), anhydrous_Sigma_SDS_revised July 2024",UN1170,3,II,2,"Sigma_277649_Reagent Alcohol (Ethanol), anhydrous",,,,,,liquid,colourless,46.07,0.785,,4,,,,2A,,,,2,,3,,,,2,,,,,,,,,,,
371,"1,014",ethanol,"anhydrous, methanol, other",64-17-5,Fisher,A40725CDN,038834,1,25 L,19.7225,kg,FC4 (old cleanroom flammable cabinet),"recieved after June 30, 2024","ethyl alcohol (ethanol), denatured_Fisher_SDS_revised Oct 2023",UN1986,3 (6.1),II,2,"Not linked on Fisher site_Fisher_A40725CDN=Greenfield_DA 2A Anhydrous_deantured ethanol, anhydrous",,,,,,liquid,colourless,46.07,0.7889,,,,,2,1,,,,,,3,,,,,,,,,,,,,,,
623,"1,015",lithium titanate,"electrode sheet, NANOMYTE BE-10E","contains: 12031-95-7; 24937-79-9; 7440-50-8
",NEI Corporation,NANOMYTE BE-10E (LTO electrodes),not supplied,,2 sheets,,,glovebox,"received after June 30, 2024",NANOMYTE BE-10 Lithium Titanate electrode sheet_NEI Corporation_SDS_revised Oct 2020 checked Feb 2025,Not dangerous goods,n/a,n/a,n/a,"NEI_NANOMYTE BE-10E (LTO electrodes), Lithium Titanate electrode sheet",,,,,,solid (sheet),grey,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
625,"1,016",graphite,"electrode sheet, NANOMYTE BE-200E ","contains: 7782-42-5, 24937-79-9, 1333-86-4, 7440-50-8",NEI Corporation,NANOMYTE BE-200E (Graphite Electrode Sheet),not supplied,,2 sheets,,,glovebox,"received after June 30, 2024",NANOMYTE BE-200E (Graphite Electrode Sheet)_NEI Corporation_SDS_revised Oct 2024,Not dangerous goods,n/a,n/a,n/a,NEI_NANOMYTE BE-200E_Graphite electrode sheet,,,,,,solid (sheet),black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,"1,017",polyvinylpyrrolidone,MW 8000,9003-39-8,ThermoFisher,41626-22,S20I031,1,100 g,0.1,kg,glovebox,"received after June 30, 2024",polyvinylpyrrolidone MW 8000_Fisher_SDS_revised March 2024,Not dangerous goods,n/a,n/a,,ThermoFisher_41626_polyvinylpyrrolidone_MW 8000,,,,,,solid (powder) ,light cream,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,"1,018",pinacol,,76-09-5,ThermoFisher,B25006-14 or L04725-14,10239697,1,25 g,0.025,kg,,,Pinacol_ThermoFisher_SDS_revised March 2024,Not dangerous goods,n/a,n/a,,,,,,,,solid,white ,118.18,0.923,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,"1,019",TPU film conductive,hand pressed,,SWM/Mativ (Argotec),"samples, hand pressed films",LR00591-02,,"2 sheets (4""x4"")",,,electrolyte enclosure,"received after June 30, 2024","Active Interlayer_Argotec_SDS_revised June 19, 2024",,,,,,,,,,,solid ,Various ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,"1,020",lithium salicylate,technical,552-38-5,ThermoFisher,39356-14,Y09I014,1,25 g,0.025,kg,glovebox,"recieved after June 30, 2024","Lithium salicylate, tech_Thermofisher_SDS_Revised April 2024",Not dangerous goods,n/a,n/a,n/a,Thermo_39356-14_lithium salicylate,,,,,,solid (powder),off white,144.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"1,021",2-propanol,99.5% ACS reagent,67-63-0,Fisher,A416-20,234899,1,20 L,15.7,kg,FC4,"recieved after June 30, 2023",2-propanol (isopropanol)_Fisher_SDS_revised Oct 2023,UN1219,3,II,2,Fisher_A416-20_2-propanol,,,,,,liquid,colourless,60.1,0.785,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,"1,022",sulfolane,anhydrous,126-33-0,The Sulfolane Company Inc,"Sulfolane, Anhydrous",TC P19-2402001,2,500 mL,0.63,kg,FC2,"recieved after June 30, 2024","Sulfolane, Anyhydrous_TSC_SDS_revised Jan 2021_received Oct 2024",Not dangerous goods,n/a,n/a,,,,,,TSC_Sulfolane Anhydrous_CoA_Oct 2024,,liquid ,colourless,120.18,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,"1,023",tungsten (V) ethoxide,95%,26143-11-3,Gelest,AKT890-25GM,0028228331,1,25 g,0.025,kg,glovebox,"recieved after June 30, 2024",Tungsten (V) ethoxide_Gelest_SDS_revised Sept 2024,Not dangerous goods,n/a,n/a,,Gelest_AKT890_tungsten (V) ethoxide (tech-95),,,,,,liquid ,purple ,409.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"1,024",2-propanol,"anhydrous, 99.5%",67-63-0,Millipore Sigma,278475-2L,SHBR7871,1,2L,1.57,kg,glovebox,"recieved after June 30, 2024",2-propanol (isopropanol) anhydrous_Sigma_SDS_revised March 2023,UN1219,3,II,2,"Sigma_278475_2 propanol, anhydrous, 99.5%",,,,,,liquid,colourless,60.1,0.785,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,"1,025",proplyene carbonate,"anhydrous, 99.7%",108-32-7,Sigma Aldrich,310328-2L,SHBQ9986,3,2L,2.378,kg,black storage cabinet 3rd floor until glovebox,"received after June 30, 2023",Propylene Carbonate 99.7% Anhydrous_Sigma_SDS_revised Aug 2023,Not dangerous goods,n/a,n/a,n/a,Sigma_310328_Propylene Carbonate 99.7% Anhydrous,,,,,,liquid,colourless,102.09,1.189,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,"1,026",proplyene carbonate,"anhydrous, 99.7%",108-32-7,Sigma Aldrich,310328-2L,SHBQ9986,4,2L,2.378,kg,black storage cabinet 3rd floor until glovebox,"received after June 30, 2023",Propylene Carbonate 99.7% Anhydrous_Sigma_SDS_revised Aug 2023,Not dangerous goods,n/a,n/a,n/a,Sigma_310328_Propylene Carbonate 99.7% Anhydrous,,,,,,liquid,colourless,102.09,1.189,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,"1,027",TPU film conductive,hand pressed,,SWM/Mativ (Argotec),"samples, hand pressed films",5,,"1 sheet (4""x4"")",,,electrolyte enclosure,"received after June 30, 2024","Active Interlayer_Argotec_SDS_revised June 19, 2024",,,,,,,,,,,solid ,Various ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"1,028",4-hydroxybutyl acrylate,,2478-10-6,TCI America,A1390-500G,FZKAF-QL,4,500 g,0.5,kg,"FC2 until use, then glovebox","received after June 30, 2024",4-hydroxybutyl Acrylate (stabilized with MEHQ)_TCI_SDS_revised July 2024,Not dangerous goods,n/a,n/a,n/a,TCI_A1390_4-hydroxybutyl Acrylate (stabilized with MEHQ),,,,,,liquid,colourless - yellow,144.17,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"1,029",4-hydroxybutyl acrylate,,2478-10-6,TCI America,A1390-500G,FZKAF-QL,5,500 g,0.5,kg,"FC2 until use, then glovebox","received after June 30, 2024",4-hydroxybutyl Acrylate (stabilized with MEHQ)_TCI_SDS_revised July 2024,Not dangerous goods,n/a,n/a,n/a,TCI_A1390_4-hydroxybutyl Acrylate (stabilized with MEHQ),,,,,,liquid,colourless - yellow,144.17,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,"1,030",TPU film conductive tinted,"high UV, low purity PC+TEG, hand pressed",,SWM/Mativ (Argotec),"tinted samples, hand pressed films",LR00558-07,,"2 sheets (4""x4"")",,,electrolyte enclosure,"received after June 30, 2024","Active Interlayer_Argotec_SDS_revised June 19, 2024 with tint",,,,,,,,,,,solid ,Various ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,"1,031",TPU film conductive tinted,"high UV, high purity PC+TEG, hand pressed",,SWM/Mativ (Argotec),"tinted samples, hand pressed",LR00558-08,,"2 sheets (4""x4"")",,,electrolyte enclosure,"received after June 30, 2024","Active Interlayer_Argotec_SDS_revised June 19, 2024 with tint",,,,,,,,,,,solid ,Various ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,"1,032",TPU film conductive,hand pressed,,SWM/Mativ (Argotec),"samples, hand pressed films",LR00591-01,,"2 sheets (4""x4"")",,,electrolyte enclosure,"received after June 30, 2024","Active Interlayer_Argotec_SDS_revised June 19, 2024",,,,,,,,,,,solid ,Various ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,"1,033",TPU film conductive,hand pressed,,SWM/Mativ (Argotec),"samples, hand pressed films",LR00591-03,,"2 sheets (4""x4"")",,,electrolyte enclosure,"received after June 30, 2024","Active Interlayer_Argotec_SDS_revised June 19, 2024",,,,,,,,,,,solid ,Various ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,"1,034",ethanol,"anhydrous, methanol, 2-propanol","64-17-5 (also contains 67-56-1
, 67-63-0)",Sigma Aldrich,277649,SHBR4004,9, 2L,1.57,kg,FC4 until glovebox,"recieved after June 30, 2024","ethanol (reagent alcohol), anhydrous_Sigma_SDS_revised July 2024",UN1170,3,II,2,"Sigma_277649_Reagent Alcohol (Ethanol), anhydrous",,,,,,liquid,colourless,46.07,0.785,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,"1,035",ethanol,"anhydrous, methanol, 2-propanol","64-17-5 (also contains 67-56-1
, 67-63-0)",Sigma Aldrich,277649,SHBR4004,10, 2L,1.57,kg,FC4 until glovebox,"recieved after June 30, 2024","ethanol (reagent alcohol), anhydrous_Sigma_SDS_revised July 2024",UN1170,3,II,2,"Sigma_277649_Reagent Alcohol (Ethanol), anhydrous",,,,,,liquid,colourless,46.07,0.785,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,"1,036",ethanol,"anhydrous, methanol, 2-propanol","64-17-5 (also contains 67-56-1
, 67-63-0)",Sigma Aldrich,277649,SHBR4004,11, 2L,1.57,kg,FC4 until glovebox,"recieved after June 30, 2024","ethanol (reagent alcohol), anhydrous_Sigma_SDS_revised July 2024",UN1170,3,II,2,"Sigma_277649_Reagent Alcohol (Ethanol), anhydrous",,,,,,liquid,colourless,46.07,0.785,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,"1,037",ethanol,"anhydrous, methanol, 2-propanol","64-17-5 (also contains 67-56-1
, 67-63-0)",Sigma Aldrich,277649,SHBR4004,12, 2L,1.57,kg,FC4 until glovebox,"recieved after June 30, 2024","ethanol (reagent alcohol), anhydrous_Sigma_SDS_revised July 2024",UN1170,3,II,2,"Sigma_277649_Reagent Alcohol (Ethanol), anhydrous",,,,,,liquid,colourless,46.07,0.785,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,"1,038",ethanol,"anhydrous, methanol, other",64-17-5,Fisher,A40725CDN,038834,2,25 L,19.7225,kg,FC4 (old cleanroom flammable cabinet),"recieved after June 30, 2024","ethyl alcohol (ethanol), denatured_Fisher_SDS_revised Oct 2023",UN1986,3 (6.1),II,2,"Not linked on Fisher site_Fisher_A40725CDN=Greenfield_DA 2A Anhydrous_deantured ethanol, anhydrous",,,,,,liquid,colourless,46.07,0.7889,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,"1,039",Koolance LIQ-702 coolant fluid,"high performance, UV blue","contains 7732-18-5, 57-55-6, 7758-11-4, 7631-95-0, 99-04-7",Koolance,LIQ-702BU-B,122481,1,700 mL,0.721,kg,black storage cabinet,"received after June 30, 2024","Koolance LIQ-702 Coolant Fluid, High Performance, UV blue_Koolance_SDS_revised April 2024",Not dangerous goods,n/a,n/a,,"Koolance_LIQ-702BU-B_702 Liquid Coolant, High Performance UV Blue",,,,,,liquid,blue,0.88kg,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,"1,040",Koolance LIQ-702 coolant fluid,"high performance, UV blue","contains 7732-18-5, 57-55-6, 7758-11-4, 7631-95-0, 99-04-7",Koolance,LIQ-702BU-B,122481,2,700 mL,0.721,kg,black storage cabinet,"received after June 30, 2024","Koolance LIQ-702 Coolant Fluid, High Performance, UV blue_Koolance_SDS_revised April 2024",Not dangerous goods,n/a,n/a,,"Koolance_LIQ-702BU-B_702 Liquid Coolant, High Performance UV Blue",,,,,,liquid,blue,0.88kg,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,"1,041",Koolance LIQ-702 coolant fluid,"high performance, UV blue","contains 7732-18-5, 57-55-6, 7758-11-4, 7631-95-0, 99-04-7",Koolance,LIQ-702BU-B,122481,3,700 mL,0.721,kg,black storage cabinet,"received after June 30, 2024","Koolance LIQ-702 Coolant Fluid, High Performance, UV blue_Koolance_SDS_revised April 2024",Not dangerous goods,n/a,n/a,,"Koolance_LIQ-702BU-B_702 Liquid Coolant, High Performance UV Blue",,,,,,liquid,blue,0.88kg,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,"1,042",Koolance LIQ-702 coolant fluid,"high performance, UV blue","contains 7732-18-5, 57-55-6, 7758-11-4, 7631-95-0, 99-04-7",Koolance,LIQ-702BU-B,122481,4,700 mL,0.721,kg,black storage cabinet,"received after June 30, 2024","Koolance LIQ-702 Coolant Fluid, High Performance, UV blue_Koolance_SDS_revised April 2024",Not dangerous goods,n/a,n/a,,"Koolance_LIQ-702BU-B_702 Liquid Coolant, High Performance UV Blue",,,,,,liquid,blue,0.88kg,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,"1,043",ethanol,"anhydrous, methanol, 2-propanol","64-17-5 (also contains 67-56-1
, 67-63-0)",Sigma Aldrich,277649,SHBR4004,13, 2L,1.57,kg,FC4 until glovebox,"recieved after June 30, 2024","ethanol (reagent alcohol), anhydrous_Sigma_SDS_revised July 2024",UN1170,3,II,2,"Sigma_277649_Reagent Alcohol (Ethanol), anhydrous",,,,,,liquid,colourless,46.07,0.785,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,"1,044",ethanol,"anhydrous, methanol, 2-propanol","64-17-5 (also contains 67-56-1
, 67-63-0)",Sigma Aldrich,277649,SHBR4004,14, 2L,1.57,kg,FC4 until glovebox,"recieved after June 30, 2024","ethanol (reagent alcohol), anhydrous_Sigma_SDS_revised July 2024",UN1170,3,II,2,"Sigma_277649_Reagent Alcohol (Ethanol), anhydrous",,,,,,liquid,colourless,46.07,0.785,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,"1,045",ethanol,"anhydrous, methanol, 2-propanol","64-17-5 (also contains 67-56-1
, 67-63-0)",Sigma Aldrich,277649,SHBR4004,15, 2L,1.57,kg,FC4 until glovebox,"recieved after June 30, 2024","ethanol (reagent alcohol), anhydrous_Sigma_SDS_revised July 2024",UN1170,3,II,2,"Sigma_277649_Reagent Alcohol (Ethanol), anhydrous",,,,,,liquid,colourless,46.07,0.785,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,"1,046",ethanol,"anhydrous, methanol, 2-propanol","64-17-5 (also contains 67-56-1
, 67-63-0)",Sigma Aldrich,277649,SHBR4004,16, 2L,1.57,kg,FC4 until glovebox,"recieved after June 30, 2024","ethanol (reagent alcohol), anhydrous_Sigma_SDS_revised July 2024",UN1170,3,II,2,"Sigma_277649_Reagent Alcohol (Ethanol), anhydrous",,,,,,liquid,colourless,46.07,0.785,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,"1,047",1-butanol,99.9%,71-36-3,Sigma Aldrich,537993-1L,SHBQ7610,,1L,0.81,kg,FC4,"received after June 30, 2023","butanol, 99.9%_Sigma_SDS_revised Oct 2023",UN1120,3,III,3,"Sigma_537993_butanol, 99.9% (1-butanol)",,,,,,liquid,colourless,74.12,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,"1,048",1-butanol,99.9%,71-36-3,Sigma Aldrich,537993-1L,SHBQ7610,,1L,0.81,kg,FC4,"received after June 30, 2023","butanol, 99.9%_Sigma_SDS_revised Oct 2023",UN1120,3,III,3,"Sigma_537993_butanol, 99.9% (1-butanol)",,,,,,liquid,colourless,74.12,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,"1,049",1-butanol,99.9%,71-36-3,Sigma Aldrich,537993-4L,SHBQ9223,,4L,3.24,kg,FC4,"received after June 30, 2023","butanol, 99.9%_Sigma_SDS_revised Oct 2023",UN1120,3,III,3,"Sigma_537993_butanol, 99.9% (1-butanol)",,,,,,liquid,colourless,74.12,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
